"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","root"
"Cmdline:","dstat --output /opt/dstat/test.csv",,,,"Date:","14 Feb 2023 09:44:16 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",
0.946,3.659,94.637,0.252,0.0,0.505,2805760.0,10455040.0,5013707.0,392204.0,0.0,0.0,24856.0,26545.0
1.076,3.101,95.443,0.0,0.0,0.380,516096.0,241664.0,4869316.0,413400.0,0.0,0.0,23694.0,25595.0
1.201,3.603,93.805,0.885,0.0,0.506,8695808.0,3997696.0,5117795.0,441472.0,0.0,3997696.0,24194.0,26015.0
1.137,3.474,94.883,0.0,0.0,0.505,0.0,11554816.0,4919559.0,426316.0,0.0,0.0,24095.0,26033.0
1.899,3.418,94.241,0.063,0.0,0.380,3039232.0,1951232.0,4676349.0,405736.0,0.0,0.0,23778.0,24584.0
1.137,2.969,95.325,0.126,0.0,0.442,499712.0,10588160.0,4559203.0,378022.0,0.0,0.0,23245.0,24012.0
0.947,4.040,94.444,0.0,0.0,0.568,0.0,2667520.0,4703255.0,368919.0,0.0,0.0,22770.0,24517.0
1.325,3.975,93.691,0.442,0.0,0.568,4247552.0,0.0,5063327.0,393883.0,0.0,0.0,24770.0,26442.0
1.267,3.610,94.680,0.0,0.0,0.443,192512.0,11886592.0,5008315.0,385999.0,0.0,0.0,24088.0,25854.0
0.698,2.221,94.607,2.157,0.0,0.317,10854400.0,94208.0,5376342.0,424355.0,0.0,0.0,26479.0,28345.0
1.146,2.420,95.096,0.892,0.0,0.446,6934528.0,19942400.0,6832491.0,590491.0,16384.0,9289728.0,29768.0,34695.0
0.127,2.410,96.386,0.507,0.0,0.571,946176.0,9216.0,7669598.0,662111.0,0.0,0.0,31790.0,39105.0
0.128,2.170,97.256,0.0,0.0,0.447,0.0,32473088.0,7827447.0,660934.0,0.0,20422656.0,31972.0,38734.0
0.381,2.670,95.931,0.127,0.0,0.890,995328.0,12096000.0,8443560.0,657047.0,0.0,0.0,34872.0,43871.0
0.634,2.727,92.644,2.980,0.0,1.015,14295040.0,28672.0,8032802.0,619057.0,8192.0,0.0,31509.0,39833.0
4.959,3.306,89.193,1.589,0.0,0.954,6938624.0,11758080.0,8881409.0,735056.0,323584.0,0.0,37486.0,45792.0
1.398,3.494,93.774,0.254,0.0,1.080,2908160.0,14256640.0,8338285.0,716693.0,32768.0,7278592.0,36150.0,43220.0
0.572,2.541,96.188,0.254,0.0,0.445,1523712.0,5061632.0,5831362.0,503858.0,327680.0,0.0,27917.0,30178.0
0.570,3.483,95.060,0.0,0.0,0.887,1081344.0,10022912.0,7382988.0,584998.0,90112.0,0.0,30836.0,36406.0
0.699,4.132,94.469,0.064,0.0,0.636,598016.0,111104.0,8519598.0,659797.0,81920.0,0.0,35598.0,41821.0
1.032,5.290,92.839,0.258,0.0,0.581,114688.0,11806720.0,10645185.0,849852.0,114688.0,0.0,40314.0,50710.0
0.893,5.612,92.538,0.128,0.0,0.829,36864.0,15691776.0,9374200.0,805789.0,0.0,3874816.0,38088.0,45306.0
1.150,5.751,92.268,0.319,0.0,0.511,7184384.0,1341440.0,8350656.0,712236.0,0.0,229376.0,32291.0,38661.0
0.957,6.059,92.538,0.0,0.0,0.446,0.0,12787712.0,8227428.0,647862.0,0.0,0.0,31281.0,38381.0
1.147,7.011,90.886,0.319,0.0,0.637,3309568.0,10612736.0,8951067.0,693370.0,0.0,0.0,31131.0,39360.0
1.276,8.482,89.605,0.0,0.0,0.638,0.0,0.0,9930851.0,809981.0,0.0,0.0,37337.0,45699.0
1.338,7.834,89.873,0.0,0.0,0.955,0.0,13987840.0,9507305.0,814385.0,0.0,0.0,35295.0,44062.0
1.148,6.888,90.051,1.020,0.0,0.893,5537792.0,10698752.0,8052326.0,678652.0,0.0,0.0,32428.0,38458.0
1.712,5.770,84.401,7.102,0.0,1.015,18477056.0,17786880.0,5764185.0,442384.0,638976.0,16629760.0,26675.0,28959.0
1.012,5.250,92.853,0.127,0.0,0.759,3366912.0,12672512.0,5973783.0,465521.0,0.0,0.0,26824.0,29968.0
0.887,5.446,93.160,0.0,0.0,0.507,0.0,0.0,6528531.0,500875.0,0.0,0.0,27382.0,31098.0
1.143,5.079,92.952,0.381,0.0,0.444,45056.0,13016576.0,6271221.0,536293.0,16384.0,0.0,27568.0,30808.0
1.710,6.523,89.170,2.090,0.0,0.507,20529152.0,15872.0,6021272.0,516315.0,0.0,0.0,26591.0,29099.0
0.949,4.557,94.114,0.0,0.0,0.380,524288.0,0.0,5315678.0,456176.0,0.0,0.0,24447.0,26553.0
3.878,4.768,89.320,1.526,0.0,0.509,17133568.0,14953472.0,5437643.0,469660.0,0.0,0.0,27806.0,28577.0
1.776,3.932,93.595,0.127,0.0,0.571,4284416.0,11776.0,5160519.0,398370.0,20480.0,0.0,26196.0,27739.0
0.900,3.087,95.627,0.0,0.0,0.386,16384.0,17844224.0,4022986.0,310713.0,0.0,0.0,20744.0,21110.0
1.072,3.720,94.578,0.0,0.0,0.631,319488.0,0.0,5013484.0,391172.0,0.0,0.0,23346.0,25915.0
1.205,4.185,94.103,0.0,0.0,0.507,0.0,0.0,5352414.0,417050.0,0.0,0.0,24759.0,26943.0
1.138,4.425,93.932,0.0,0.0,0.506,0.0,19823616.0,5100164.0,430664.0,0.0,6979584.0,24954.0,26277.0
1.512,3.529,93.636,0.693,0.0,0.630,1392640.0,379904.0,4602093.0,396558.0,12288.0,0.0,23135.0,24878.0
1.008,2.645,95.088,0.819,0.0,0.441,2727936.0,0.0,4031022.0,350021.0,0.0,0.0,20952.0,21855.0
0.0,1.511,91.310,6.612,0.0,0.567,6836224.0,15175168.0,3802888.0,328724.0,1110016.0,2658304.0,19912.0,21174.0
0.126,1.196,98.364,0.0,0.0,0.315,0.0,111104.0,3372720.0,293856.0,0.0,0.0,16162.0,18237.0
0.126,1.199,97.981,0.0,0.0,0.694,294912.0,116736.0,5006762.0,402436.0,0.0,0.0,21173.0,25044.0
0.063,1.639,97.541,0.0,0.0,0.757,667648.0,12701696.0,5028475.0,387188.0,0.0,0.0,22222.0,25599.0
0.694,1.576,96.847,0.252,0.0,0.631,1724416.0,138240.0,4646931.0,355213.0,0.0,0.0,22859.0,24765.0
0.190,1.455,97.723,0.127,0.0,0.506,8806400.0,137216.0,4786595.0,367419.0,0.0,0.0,23772.0,25112.0
0.063,1.388,97.918,0.0,0.0,0.631,1126400.0,13062144.0,4308753.0,333152.0,0.0,0.0,21118.0,22602.0
0.316,1.769,97.536,0.0,0.0,0.379,872448.0,130048.0,4403864.0,382836.0,0.0,0.0,22149.0,23528.0
0.254,2.161,97.139,0.0,0.0,0.445,0.0,9728.0,6425156.0,547205.0,0.0,0.0,28062.0,31267.0
0.316,2.404,96.458,0.253,0.0,0.569,3391488.0,12247040.0,5428977.0,472049.0,0.0,0.0,23915.0,27146.0
0.888,2.538,82.995,12.881,0.0,0.698,13746176.0,8849920.0,5574593.0,470057.0,507904.0,8196096.0,26422.0,29077.0
1.270,2.857,75.365,19.746,0.0,0.762,5656576.0,11231232.0,5553825.0,430078.0,1277952.0,0.0,27862.0,31178.0
1.895,2.653,76.879,18.004,0.0,0.569,14426112.0,8192.0,4723666.0,361124.0,1323008.0,0.0,22229.0,24981.0
1.906,2.605,88.310,6.544,0.0,0.635,6213632.0,0.0,5113182.0,390395.0,434176.0,0.0,25539.0,29216.0
0.321,2.119,97.367,0.0,0.0,0.193,0.0,27435008.0,5000130.0,383741.0,0.0,15716352.0,24934.0,26165.0
0.445,1.716,97.711,0.0,0.0,0.127,0.0,0.0,4804505.0,414810.0,0.0,0.0,23905.0,25225.0
0.631,2.020,96.149,0.694,0.0,0.505,3620864.0,11159552.0,3708872.0,318776.0,0.0,0.0,19495.0,20313.0
0.503,1.131,96.292,1.697,0.0,0.377,770048.0,39424.0,2386529.0,205562.0,32768.0,0.0,13550.0,14024.0
0.377,1.131,97.800,0.377,0.0,0.314,32768.0,11776.0,2524760.0,218109.0,24576.0,0.0,13484.0,14248.0
0.444,1.524,97.714,0.0,0.0,0.317,0.0,272896.0,3626443.0,314870.0,0.0,0.0,18913.0,19541.0
0.441,1.888,97.042,0.252,0.0,0.378,229376.0,10527744.0,3441418.0,297141.0,0.0,0.0,19344.0,19167.0
0.569,1.834,97.343,0.0,0.0,0.253,0.0,11264.0,4305760.0,335922.0,0.0,0.0,21820.0,22561.0
1.264,3.097,94.627,0.506,0.0,0.506,2768896.0,1799168.0,5604486.0,433960.0,0.0,0.0,27494.0,30087.0
0.571,2.283,96.893,0.0,0.0,0.254,110592.0,11300864.0,4979470.0,379443.0,0.0,0.0,22952.0,25110.0
0.571,2.156,96.829,0.0,0.0,0.444,0.0,3834880.0,4551778.0,352262.0,0.0,0.0,20934.0,23163.0
0.569,1.771,97.533,0.0,0.0,0.127,516096.0,0.0,3507258.0,279167.0,0.0,0.0,18557.0,19322.0
0.568,1.957,97.159,0.126,0.0,0.189,323584.0,11350528.0,3941590.0,344147.0,0.0,0.0,19128.0,20909.0
0.820,1.893,96.782,0.063,0.0,0.442,4096.0,28672.0,4217292.0,365023.0,4096.0,0.0,21174.0,22312.0
1.452,3.283,94.381,0.253,0.0,0.631,2510848.0,1187840.0,5902132.0,509380.0,4096.0,0.0,26918.0,31172.0
0.825,2.982,95.178,0.381,0.0,0.635,1019904.0,11182080.0,5172955.0,449702.0,0.0,0.0,24734.0,27695.0
0.888,2.980,95.815,0.0,0.0,0.317,0.0,0.0,5486415.0,435057.0,0.0,0.0,25843.0,28689.0
1.148,3.571,94.452,0.191,0.0,0.638,323584.0,12346368.0,6363004.0,491232.0,0.0,0.0,28698.0,32705.0
1.017,3.431,93.139,1.842,0.0,0.572,18468864.0,23552.0,6100933.0,472771.0,278528.0,0.0,28620.0,31963.0
2.159,4.889,91.302,0.825,0.0,0.825,798720.0,14340096.0,7507318.0,604312.0,249856.0,0.0,33439.0,39892.0
2.413,5.460,90.032,1.333,0.0,0.762,12595200.0,404992.0,7184734.0,619945.0,360448.0,0.0,30444.0,35505.0
1.398,6.544,91.105,0.318,0.0,0.635,81920.0,11588608.0,7007577.0,607646.0,81920.0,0.0,30342.0,35120.0
1.651,7.238,90.349,0.0,0.0,0.762,311296.0,774144.0,8270707.0,679511.0,0.0,774144.0,30890.0,38192.0
1.782,8.148,88.924,0.382,0.0,0.764,4849664.0,13246976.0,8122629.0,623872.0,212992.0,0.0,32248.0,38697.0
1.838,9.632,87.326,0.253,0.0,0.951,0.0,532480.0,8902900.0,685472.0,0.0,1650688.0,32829.0,40607.0
1.398,9.975,88.056,0.0,0.0,0.572,0.0,14522880.0,8144758.0,691077.0,0.0,0.0,30333.0,36450.0
2.287,10.165,86.404,0.191,0.0,0.953,929792.0,10863104.0,8937672.0,773403.0,0.0,0.0,33940.0,41646.0
1.715,11.626,85.832,0.0,0.0,0.826,0.0,0.0,9321092.0,759811.0,0.0,0.0,34909.0,42252.0
0.319,3.765,95.214,0.0,0.0,0.702,16384.0,22249472.0,10251412.0,787393.0,0.0,6844416.0,36280.0,47410.0
0.129,2.066,97.159,0.0,0.0,0.646,0.0,11190272.0,7411188.0,580025.0,0.0,0.0,28888.0,35123.0
0.191,2.481,96.628,0.0,0.0,0.700,0.0,0.0,8590710.0,743372.0,0.0,0.0,32517.0,40489.0
0.254,2.799,95.929,0.0,0.0,1.018,0.0,11182080.0,8697805.0,742782.0,0.0,0.0,33535.0,41300.0
0.636,3.372,94.084,1.081,0.0,0.827,11792384.0,21402112.0,7788042.0,626242.0,0.0,8175616.0,31380.0,37439.0
0.638,3.318,94.384,0.957,0.0,0.702,1425408.0,0.0,9700893.0,751443.0,0.0,0.0,35756.0,46150.0
0.702,4.406,91.762,2.107,0.0,1.022,18259968.0,12228608.0,9703329.0,770214.0,32768.0,753664.0,37824.0,46845.0
1.019,3.503,91.656,2.803,0.0,1.019,15421440.0,11013120.0,6786388.0,578611.0,323584.0,0.0,29076.0,34144.0
0.443,2.975,94.873,1.139,0.0,0.570,16777216.0,6656.0,5833542.0,503192.0,0.0,0.0,25827.0,28780.0
0.950,3.040,95.440,0.190,0.0,0.380,2301952.0,10907648.0,5935881.0,510683.0,0.0,0.0,25115.0,29217.0
0.702,2.744,93.874,2.170,0.0,0.511,19501056.0,2075136.0,5452662.0,419667.0,0.0,147456.0,25147.0,27530.0
1.524,2.984,93.651,1.206,0.0,0.635,3571712.0,10667520.0,5550501.0,435331.0,4096.0,0.0,25195.0,28562.0
0.508,2.221,97.081,0.0,0.0,0.190,0.0,5858816.0,4952898.0,381085.0,0.0,0.0,22944.0,24994.0
0.634,2.978,95.944,0.0,0.0,0.444,0.0,10887168.0,5500798.0,430018.0,0.0,0.0,24719.0,27764.0
0.507,2.788,96.388,0.0,0.0,0.317,8192.0,0.0,5545958.0,483080.0,0.0,0.0,26542.0,28772.0
1.017,3.751,90.973,3.687,0.0,0.572,5394432.0,9986048.0,6683699.0,574720.0,24576.0,0.0,29078.0,33149.0
1.206,4.381,91.492,2.222,0.0,0.698,2387968.0,18550272.0,6003827.0,522663.0,12288.0,17960960.0,30532.0,31729.0
0.825,3.937,94.857,0.063,0.0,0.317,618496.0,10894336.0,6207825.0,505064.0,8192.0,0.0,29049.0,31493.0
0.635,3.685,95.108,0.318,0.0,0.254,1421312.0,0.0,5759492.0,448695.0,0.0,0.0,25112.0,28268.0
0.825,3.299,95.178,0.0,0.0,0.698,0.0,10472960.0,6012834.0,463776.0,0.0,0.0,27439.0,30153.0
0.822,2.593,96.205,0.0,0.0,0.380,0.0,1689088.0,4968768.0,386256.0,0.0,0.0,23909.0,25884.0
0.822,3.226,95.319,0.253,0.0,0.380,3555328.0,12001280.0,5151354.0,433891.0,0.0,0.0,25282.0,27241.0
1.650,3.744,93.655,0.571,0.0,0.381,9846784.0,361472.0,6175284.0,532697.0,0.0,0.0,29432.0,32087.0
1.460,4.190,93.778,0.0,0.0,0.571,0.0,11119616.0,7359273.0,638964.0,0.0,0.0,32199.0,37731.0
1.272,3.880,93.893,0.445,0.0,0.509,4845568.0,0.0,6738488.0,559010.0,0.0,0.0,31681.0,34967.0
1.012,3.352,95.319,0.0,0.0,0.316,0.0,10116608.0,5104679.0,394370.0,0.0,0.0,24009.0,26707.0
1.013,3.418,95.316,0.0,0.0,0.253,0.0,10752.0,5541279.0,426969.0,0.0,0.0,25725.0,28705.0
1.141,3.866,93.916,0.697,0.0,0.380,1748992.0,12408832.0,5831059.0,450615.0,0.0,929792.0,26800.0,30090.0
1.645,2.846,95.066,0.063,0.0,0.380,1413120.0,816640.0,4469711.0,368172.0,0.0,0.0,22603.0,23651.0
1.072,3.846,86.759,7.503,0.0,0.820,8474624.0,0.0,5118766.0,440009.0,1716224.0,0.0,25456.0,27508.0
1.215,4.987,90.090,3.069,0.0,0.639,2232320.0,11923456.0,5078323.0,443573.0,299008.0,507904.0,25110.0,26981.0
1.579,5.622,91.219,0.884,0.0,0.695,274432.0,0.0,5514218.0,469539.0,262144.0,0.0,25761.0,28295.0
1.141,4.058,94.420,0.0,0.0,0.380,339968.0,10248192.0,5396842.0,447197.0,0.0,0.0,24290.0,26782.0
1.009,3.470,95.079,0.0,0.0,0.442,0.0,0.0,4566203.0,353371.0,0.0,0.0,22113.0,24299.0
1.323,3.340,94.266,0.378,0.0,0.693,7794688.0,10069504.0,4626869.0,353414.0,0.0,0.0,21828.0,23902.0
1.199,3.662,94.444,0.063,0.0,0.631,729088.0,0.0,4795428.0,372364.0,0.0,0.0,22893.0,25262.0
1.327,3.540,94.753,0.0,0.0,0.379,0.0,0.0,5865148.0,367952.0,0.0,0.0,22877.0,24776.0
0.063,1.014,96.515,2.281,0.0,0.127,245760.0,31386112.0,16053074.0,74658.0,0.0,3878912.0,4048.0,2487.0
0.627,0.564,93.354,5.266,0.0,0.188,13402112.0,22528.0,32692.0,3242.0,1245184.0,0.0,3388.0,2827.0
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12120.0,60.0,0.0,0.0,1204.0,1006.0
0.251,0.125,99.624,0.0,0.0,0.0,2396160.0,1277440.0,17682.0,0.0,0.0,0.0,1810.0,1340.0
0.0,0.376,99.561,0.0,0.0,0.063,0.0,26211328.0,43206.0,3363.0,0.0,26193920.0,4103.0,1530.0
0.0,0.251,99.686,0.0,0.0,0.063,0.0,701952.0,67809.0,6304.0,0.0,0.0,2506.0,1854.0
0.188,0.376,98.621,0.690,0.0,0.125,12517376.0,36864.0,51829.0,15048.0,0.0,0.0,3231.0,2525.0
0.0,0.0,99.875,0.125,0.0,0.0,323584.0,5632.0,20742.0,0.0,0.0,0.0,1526.0,1080.0
0.063,0.063,99.875,0.0,0.0,0.0,0.0,429568.0,16296.0,0.0,0.0,0.0,1440.0,1231.0
0.756,0.378,97.985,0.756,0.0,0.126,14929920.0,96768.0,14153.0,1255.0,16384.0,0.0,2365.0,2165.0
0.0,0.125,98.998,0.877,0.0,0.0,352256.0,16384.0,12960.0,0.0,0.0,0.0,1430.0,1366.0
0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,14580.0,0.0,0.0,0.0,1248.0,1164.0
0.0,0.125,98.872,0.940,0.0,0.063,2494464.0,166400.0,16920.0,0.0,212992.0,0.0,1494.0,1360.0
0.0,0.063,99.500,0.375,0.0,0.063,245760.0,9728.0,19356.0,0.0,221184.0,0.0,1348.0,1354.0
0.251,0.503,97.297,1.760,0.0,0.189,3985408.0,86528.0,15672.0,0.0,585728.0,0.0,2325.0,2720.0
0.568,0.758,91.793,6.692,0.0,0.189,5558272.0,3662336.0,16470.0,0.0,1875968.0,0.0,2733.0,2973.0
1.782,1.082,80.840,15.722,0.0,0.573,19750912.0,6144.0,10550.0,3613.0,4575232.0,0.0,4450.0,5085.0
1.547,1.052,87.933,7.302,0.0,2.166,23842816.0,0.0,6774.0,0.0,1028096.0,0.0,7016.0,6931.0
0.431,1.294,90.080,5.792,0.0,2.403,28012544.0,1019392.0,6327.0,0.0,573440.0,0.0,7498.0,7532.0
0.122,1.344,91.203,4.276,0.0,3.054,34443264.0,9728.0,5238.0,0.0,0.0,0.0,8912.0,8857.0
1.229,1.229,90.412,4.548,0.0,2.581,31309824.0,9728.0,3600.0,0.0,159744.0,0.0,8112.0,8168.0
0.615,1.353,90.098,5.597,0.0,2.337,35209216.0,1210368.0,6396.0,0.0,0.0,0.0,8355.0,7851.0
0.062,0.985,91.933,4.741,0.0,2.278,30228480.0,0.0,7836.0,0.0,0.0,0.0,7835.0,7161.0
0.123,1.291,89.551,6.454,0.0,2.581,32231424.0,0.0,10716.0,0.0,0.0,0.0,8963.0,8153.0
0.124,1.237,86.271,10.637,0.0,1.732,36081664.0,0.0,17058.0,0.0,0.0,0.0,6898.0,5692.0
0.122,1.286,91.427,4.225,0.0,2.939,34328576.0,28672.0,15903.0,0.0,0.0,28672.0,9294.0,8698.0
0.061,1.347,91.366,4.470,0.0,2.756,32358400.0,6664192.0,22368.0,0.0,0.0,6664192.0,9254.0,8381.0
2.357,1.117,88.586,6.203,0.0,1.737,31596544.0,2222592.0,19761.0,1287.0,0.0,0.0,8202.0,6520.0
0.248,1.114,91.522,5.136,0.0,1.980,34926592.0,0.0,19010.0,2766.0,0.0,0.0,7550.0,6849.0
0.184,1.349,91.355,4.476,0.0,2.636,32051200.0,0.0,20920.0,8528.0,0.0,0.0,9078.0,8665.0
0.312,1.308,91.589,5.171,0.0,1.620,38039552.0,392192.0,17811.0,19765.0,0.0,0.0,8498.0,7438.0
0.187,1.057,91.107,5.908,0.0,1.741,31105024.0,0.0,9996.0,0.0,32768.0,0.0,7903.0,6543.0
0.309,1.176,88.800,7.983,0.0,1.733,34914304.0,32256.0,11340.0,0.0,385024.0,0.0,7864.0,7304.0
0.929,1.238,88.359,7.307,0.0,2.167,34893824.0,2089472.0,21080.0,41933.0,4096.0,0.0,8032.0,6946.0
0.062,1.354,91.508,4.554,0.0,2.523,29196288.0,3700736.0,18218.0,6282.0,155648.0,0.0,7963.0,7780.0
0.061,1.288,91.411,4.663,0.0,2.577,30879744.0,12224000.0,10260.0,0.0,0.0,0.0,8059.0,7737.0
0.370,1.110,91.677,4.624,0.0,2.219,30146560.0,307712.0,9497.0,1271.0,8192.0,0.0,7552.0,7165.0
0.061,1.290,91.646,4.484,0.0,2.518,34807808.0,9728.0,6363.0,0.0,0.0,0.0,8479.0,8195.0
0.062,1.049,92.104,4.565,0.0,2.221,27598848.0,198144.0,8727.0,0.0,16384.0,0.0,7432.0,7307.0
1.299,1.299,89.549,5.937,0.0,1.917,31244288.0,1309696.0,5429.0,1255.0,36864.0,0.0,7954.0,7648.0
0.062,0.986,91.060,5.795,0.0,2.096,28057600.0,0.0,3567.0,0.0,0.0,0.0,6950.0,6643.0
0.123,1.232,91.867,4.251,0.0,2.526,30027776.0,8192.0,8397.0,0.0,0.0,0.0,8051.0,7846.0
0.123,1.229,91.585,4.177,0.0,2.887,35348480.0,101376.0,4320.0,0.0,0.0,0.0,9038.0,8920.0
0.123,1.230,91.759,4.367,0.0,2.522,37621760.0,17920.0,5940.0,0.0,0.0,0.0,8410.0,7811.0
0.061,1.286,91.366,4.532,0.0,2.756,33038336.0,2068992.0,6840.0,0.0,0.0,0.0,8882.0,8537.0
0.674,1.592,90.570,4.348,0.0,2.817,36122624.0,402432.0,10440.0,0.0,0.0,0.0,9803.0,9117.0
0.246,1.167,91.155,4.607,0.0,2.826,37310464.0,650752.0,16688.0,3613.0,0.0,0.0,9297.0,8575.0
0.061,1.284,91.376,4.281,0.0,2.997,36290560.0,0.0,16695.0,0.0,0.0,0.0,9528.0,9096.0
0.185,1.050,91.847,4.694,0.0,2.224,25620480.0,109056.0,12516.0,0.0,0.0,0.0,7409.0,6947.0
0.0,1.101,91.376,4.465,0.0,3.058,34979840.0,10240.0,13446.0,0.0,0.0,0.0,9169.0,8864.0
0.123,1.165,91.539,4.598,0.0,2.575,30449664.0,23040.0,11340.0,0.0,0.0,0.0,8141.0,7894.0
0.616,1.171,90.327,5.669,0.0,2.218,34603008.0,1877504.0,8460.0,0.0,0.0,0.0,7813.0,7176.0
0.061,1.166,90.368,5.951,0.0,2.454,47841280.0,0.0,8100.0,0.0,0.0,0.0,8203.0,7563.0
0.123,1.105,91.590,4.604,0.0,2.578,35880960.0,0.0,7740.0,0.0,8192.0,0.0,8608.0,8140.0
0.123,1.226,91.478,4.598,0.0,2.575,32378880.0,0.0,9552.0,0.0,0.0,0.0,8741.0,8340.0
0.061,1.162,91.437,4.526,0.0,2.813,32911360.0,8192.0,10716.0,0.0,0.0,0.0,8803.0,8323.0
0.122,1.283,91.081,4.398,0.0,3.115,38268928.0,0.0,9720.0,0.0,0.0,0.0,9736.0,9355.0
1.115,1.238,90.712,4.830,0.0,2.105,27070464.0,2495488.0,8100.0,0.0,0.0,0.0,7802.0,7287.0
0.122,1.224,91.432,4.406,0.0,2.815,36294656.0,0.0,6426.0,0.0,0.0,0.0,8910.0,8730.0
0.061,1.044,91.708,4.975,0.0,2.211,27250688.0,0.0,5760.0,0.0,36864.0,0.0,7446.0,7159.0
0.247,1.360,91.347,4.635,0.0,2.410,28434432.0,19835392.0,3600.0,0.0,4096.0,0.0,7976.0,7591.0
0.308,1.169,90.031,6.277,0.0,2.215,30334976.0,0.0,2520.0,0.0,786432.0,0.0,7682.0,7482.0
0.123,1.228,91.283,4.850,0.0,2.517,37388288.0,0.0,9354.0,8320.0,0.0,0.0,8531.0,7909.0
0.991,1.363,88.971,6.629,0.0,2.045,27291648.0,1336320.0,6312.0,0.0,81920.0,0.0,8019.0,7616.0
0.184,1.164,91.176,4.779,0.0,2.696,31993856.0,0.0,14538.0,21156.0,16384.0,0.0,8741.0,8588.0
0.061,1.228,91.406,4.604,0.0,2.701,32731136.0,5965312.0,6284.0,120.0,0.0,0.0,8776.0,8379.0
0.122,1.286,91.243,4.776,0.0,2.572,32436224.0,9728.0,11297.0,1271.0,0.0,0.0,8798.0,8318.0
0.122,1.347,91.243,4.532,0.0,2.756,33529856.0,10240.0,19211.0,6743.0,0.0,0.0,9306.0,8682.0
0.061,1.166,91.534,4.663,0.0,2.577,31166464.0,32768.0,11160.0,0.0,0.0,0.0,8529.0,8053.0
0.803,1.112,87.523,8.709,0.0,1.853,28594176.0,1399808.0,15329.0,1255.0,73728.0,0.0,7449.0,6564.0
0.061,1.224,91.187,4.651,0.0,2.876,34082816.0,15360.0,21999.0,0.0,0.0,0.0,9283.0,8689.0
0.123,1.104,91.294,4.966,0.0,2.514,31256576.0,0.0,11004.0,0.0,131072.0,0.0,8441.0,8102.0
0.122,1.102,91.059,4.838,0.0,2.878,34021376.0,101376.0,8292.0,0.0,344064.0,0.0,8925.0,8632.0
0.061,0.983,91.825,4.794,0.0,2.336,28401664.0,100864.0,9180.0,0.0,0.0,0.0,7901.0,7439.0
1.108,0.985,90.394,5.357,0.0,2.155,26832896.0,2048000.0,10440.0,0.0,229376.0,0.0,7510.0,6981.0
0.368,1.532,90.931,4.473,0.0,2.696,34091008.0,257024.0,13398.0,0.0,180224.0,0.0,9618.0,8918.0
0.122,1.102,91.187,4.468,0.0,3.121,35745792.0,6144.0,16289.0,3613.0,139264.0,0.0,9602.0,9195.0
0.061,1.219,91.042,4.449,0.0,3.230,36417536.0,0.0,15660.0,0.0,0.0,0.0,9648.0,9113.0
0.184,1.104,91.043,4.969,0.0,2.699,33046528.0,109056.0,9096.0,0.0,90112.0,0.0,8453.0,8077.0
0.061,0.982,91.774,4.788,0.0,2.394,29433856.0,9728.0,7644.0,0.0,0.0,0.0,7648.0,7454.0
3.558,0.874,68.165,25.968,0.0,1.436,20631552.0,87552.0,5136.0,0.0,4812800.0,0.0,6558.0,5731.0
24.984,0.748,65.981,7.290,0.0,0.997,15437824.0,2196992.0,5895.0,0.0,7798784.0,0.0,8424.0,4415.0
0.062,0.986,92.052,4.868,0.0,2.033,29143040.0,0.0,8811.0,0.0,8376320.0,0.0,6602.0,6320.0
0.184,1.165,91.478,4.476,0.0,2.698,32374784.0,0.0,11568.0,0.0,1245184.0,0.0,8824.0,8255.0
0.123,1.105,91.529,4.727,0.0,2.517,31997952.0,0.0,8892.0,0.0,4243456.0,0.0,7990.0,7629.0
0.431,1.169,90.898,5.043,0.0,2.460,34959360.0,0.0,16475.0,49137.0,81920.0,0.0,8369.0,7857.0
0.061,1.105,91.651,4.665,0.0,2.517,31019008.0,0.0,9816.0,0.0,2072576.0,0.0,8149.0,7712.0
0.868,1.365,89.268,6.328,0.0,2.171,35602432.0,2056192.0,24143.0,63281.0,1294336.0,0.0,8603.0,7721.0
0.499,1.435,91.266,5.115,0.0,1.684,22130688.0,17550336.0,14046.0,0.0,5308416.0,0.0,7646.0,7197.0
1.112,1.421,88.758,6.547,0.0,2.162,31072256.0,0.0,23339.0,22677.0,7225344.0,0.0,8354.0,8630.0
0.552,1.535,89.994,5.157,0.0,2.762,33611776.0,114176.0,29879.0,6683.0,4268032.0,0.0,8808.0,8432.0
0.307,1.535,89.932,5.586,0.0,2.640,32940032.0,240128.0,16161.0,1287.0,163840.0,0.0,8681.0,8299.0
1.229,1.598,89.060,5.593,0.0,2.520,36806656.0,16896.0,13313.0,1207.0,565248.0,0.0,9051.0,8215.0
3.829,1.632,86.441,5.712,0.0,2.385,28061696.0,486912.0,26905.0,26448.0,126976.0,0.0,9535.0,8356.0
0.554,1.415,90.590,4.859,0.0,2.583,32104448.0,29184.0,22846.0,9591.0,0.0,0.0,9032.0,8632.0
0.246,1.415,91.262,4.185,0.0,2.892,37261312.0,2191360.0,17408.0,47659.0,0.0,90112.0,9201.0,8839.0
